DateOfCall,HourOfCall,IncidentGroup,StopCodeDescription,SpecialServiceType,PropertyCategory,PropertyType,AddressQualifier,Postcode_district,IncGeo_WardNameNew,Easting_rounded,Northing_rounded,IncidentStationGround,FirstPumpArriving_AttendanceTime,FirstPumpArriving_DeployedFromStation,SecondPumpArriving_AttendanceTime,SecondPumpArriving_DeployedFromStation,NumStationsWithPumpsAttending,NumPumpsAttending,PumpCount,PumpHoursRoundUp,Notional Cost (£),NumCalls
16 Nov 2022,0,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,BR4,HAYES & CONEY HALL,539450,165850,Addington,455,Addington,456,Addington,1,2,2,1,364,2
16 Nov 2022,6,Special Service,Special Service,Medical Incident,Dwelling,House - single occupancy ,Within same building,BR5,ST. MARY CRAY,546750,167750,Orpington,386,Orpington,,,1,1,1,2,728,1
16 Nov 2022,9,False Alarm,AFA,,Non Residential,Athletics Stadium ,On land associated with building,SE19,CRYSTAL PALACE & ANERLEY,534350,170750,Beckenham,449,West Norwood,,,1,1,1,1,364,1
16 Nov 2022,10,Special Service,Special Service,Removal of objects from people,Non Residential,Fire station ,Correct incident location,BR3,CLOCK HOUSE,536850,169450,Beckenham,195,Beckenham,,,1,1,1,1,364,1
16 Nov 2022,12,Special Service,Special Service,RTC,Road Vehicle,Car ,On land associated with building,BR7,MOTTINGHAM,542450,170850,Bromley,729,Bromley,,,1,1,1,2,728,2
16 Nov 2022,13,False Alarm,False alarm - Good intent,,Outdoor Structure,Other outdoor structures ,Open land/water - nearest gazetteer location,BR2,BROMLEY COMMON & HOLWOOD,541450,167350,Bromley,539,Lee Green,,,1,1,1,1,364,1
16 Nov 2022,16,Fire,Secondary Fire,,Outdoor,Loose refuse ,On land associated with building,BR3,CLOCK HOUSE,535350,169050,Beckenham,293,Beckenham,353,Woodside,2,2,2,1,364,3
16 Nov 2022,16,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,BR4,HAYES & CONEY HALL,539450,165850,Addington,407,Addington,629,Beckenham,2,2,2,1,364,1
16 Nov 2022,17,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,BR6,PETTS WOOD & KNOLL,545550,166750,Orpington,338,Orpington,353,Orpington,1,2,2,1,364,1
16 Nov 2022,21,False Alarm,AFA,,Non Residential,Other retail warehouse ,Correct incident location,BR1,BROMLEY TOWN,540250,168950,Bromley,223,Bromley,,,1,1,1,1,364,2
17 Nov 2022,6,False Alarm,AFA,,Non Residential,Purpose built office ,Correct incident location,BR1,BROMLEY TOWN,540350,169650,Bromley,355,Bromley,,,1,1,1,1,364,3
17 Nov 2022,8,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,SE9,MOTTINGHAM,542550,172150,Eltham,507,Eltham,628,Sidcup,2,2,2,1,364,1
17 Nov 2022,10,False Alarm,AFA,,Non Residential,Single shop ,Correct incident location,SE19,CRYSTAL PALACE & ANERLEY,534050,170450,Beckenham,345,West Norwood,,,1,1,1,1,364,1
17 Nov 2022,14,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,BR7,BICKLEY & SUNDRIDGE,542550,169750,Bromley,362,Bromley,,,1,1,1,1,364,1
17 Nov 2022,16,Fire,Secondary Fire,,Outdoor Structure,Small refuse/rubbish container,In street outside gazetteer location,BR1,BROMLEY TOWN,540250,169250,Bromley,89,Bromley,,,1,1,2,1,364,1
17 Nov 2022,17,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,BR3,CLOCK HOUSE,536050,168450,Woodside,323,Woodside,,,1,1,1,1,364,1
17 Nov 2022,18,Special Service,Special Service,Advice Only,Dwelling,House - single occupancy ,Correct incident location,BR2,BROMLEY COMMON & HOLWOOD,541650,168350,Bromley,288,Bromley,,,1,1,1,1,364,1
17 Nov 2022,20,Fire,Secondary Fire,,Outdoor,Scrub land ,In street close to gazetteer location,BR6,DARWIN,542950,163750,Orpington,523,Biggin Hill,,,1,1,1,2,728,2
17 Nov 2022,22,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,BR7,CHISLEHURST,545850,170850,Sidcup,277,Sidcup,,,1,1,1,1,364,2
17 Nov 2022,23,False Alarm,False alarm - Good intent,,Road Vehicle,Motor Home ,On land associated with building,BR1,BROMLEY TOWN,539750,169550,Bromley,332,Bromley,383,Beckenham,2,2,2,1,364,1
18 Nov 2022,4,False Alarm,AFA,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Within same building,BR3,BECKENHAM TOWN & COPERS COPE,537450,169450,Beckenham,247,Beckenham,425,Bromley,2,2,2,1,364,1
18 Nov 2022,7,Special Service,Special Service,Making Safe (not RTC),Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,BR6,ORPINGTON,547050,164950,Orpington,232,Orpington,1008,Orpington,1,2,2,1,364,1
18 Nov 2022,8,Special Service,Special Service,Flooding,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,BR3,BECKENHAM TOWN & COPERS COPE,538450,169750,Beckenham,377,Beckenham,,,1,1,1,1,364,1
18 Nov 2022,10,False Alarm,AFA,,Non Residential,Warehouse ,Within same building,BR3,KELSEY & EDEN PARK,535850,168050,Woodside,341,Beckenham,,,1,1,1,1,364,1
18 Nov 2022,14,False Alarm,AFA,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,SE19,CRYSTAL PALACE & ANERLEY,533550,170550,West Norwood,475,West Norwood,546,Beckenham,2,2,2,1,364,1
18 Nov 2022,16,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,BR1,PLAISTOW,540050,170050,Bromley,296,Bromley,,,1,1,1,1,364,1
18 Nov 2022,17,False Alarm,AFA,,Non Residential,Infant/Primary school,Correct incident location,BR3,SHORTLANDS & PARK LANGLEY,538050,167250,Beckenham,430,Beckenham,,,1,1,1,1,364,1
18 Nov 2022,19,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,BR6,PETTS WOOD & KNOLL,545450,166850,Orpington,355,Orpington,533,Orpington,1,2,2,1,364,1
18 Nov 2022,22,Special Service,Special Service,No action (not false alarm),Dwelling,House - single occupancy ,Correct incident location,BR1,PLAISTOW,539950,170250,Bromley,279,Bromley,347,Bromley,1,2,2,1,364,1
19 Nov 2022,0,Special Service,Special Service,RTC,Road Vehicle,Car ,In street outside gazetteer location,BR5,ST. PAUL'S CRAY,547050,169550,Sidcup,306,Sidcup,,,1,1,1,1,364,1
19 Nov 2022,1,Special Service,Special Service,RTC,Road Vehicle,Multiple Vehicles ,In street outside gazetteer location,SE26,PENGE & CATOR,535250,171050,Beckenham,333,Beckenham,409,Forest Hill,2,2,2,3,1092,9
19 Nov 2022,9,False Alarm,AFA,,Non Residential,Secondary school,Within same building,BR1,BICKLEY & SUNDRIDGE,543250,168250,Bromley,356,Bromley,,,1,1,1,1,364,1
19 Nov 2022,10,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,SE20,PENGE & CATOR,535950,170350,Beckenham,392,Forest Hill,456,Woodside,2,2,2,3,1092,1
19 Nov 2022,13,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR2,SHORTLANDS & PARK LANGLEY,539250,169450,Beckenham,410,Beckenham,574,Woodside,2,2,2,1,364,1
19 Nov 2022,14,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,BR1,BICKLEY & SUNDRIDGE,543050,169350,Bromley,457,Eltham,891,Beckenham,2,2,2,1,364,2
19 Nov 2022,17,False Alarm,False alarm - Good intent,,Outdoor,Park ,On land associated with building,SE19,CRYSTAL PALACE & ANERLEY,533750,170750,Beckenham,451,West Norwood,,,1,1,1,1,364,1
19 Nov 2022,17,Fire,Primary Fire,,Non Residential,Restaurant/cafe,Correct incident location,BR1,BROMLEY TOWN,540350,169350,Bromley,123,Bromley,126,Bromley,1,2,2,1,364,1
19 Nov 2022,19,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - 10 or more storeys ,Correct incident location,BR1,PLAISTOW,540650,171150,Bromley,245,Bromley,304,Bromley,4,5,5,2,728,1
19 Nov 2022,20,Special Service,Special Service,Effecting entry/exit,Outdoor,Cycle path/public footpath/bridleway ,On land associated with building,TN16,BIGGIN HILL,541850,159150,Biggin Hill,526,Biggin Hill,,,1,1,1,1,364,1
19 Nov 2022,22,False Alarm,AFA,,Non Residential,Pub/wine bar/bar ,Correct incident location,BR5,PETTS WOOD & KNOLL,544450,167650,Orpington,422,Orpington,,,1,1,1,1,364,1
20 Nov 2022,0,Special Service,Special Service,Medical Incident,Dwelling,Licensed House in Multiple Occupation - Up to 2 storeys ,Within same building,BR1,BROMLEY TOWN,540550,169650,Bromley,339,Bromley,,,1,1,1,1,364,1
20 Nov 2022,9,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,BR2,BROMLEY TOWN,540650,168050,Bromley,310,Bromley,,,1,1,1,1,364,1
20 Nov 2022,10,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Correct incident location,BR6,PETTS WOOD & KNOLL,545450,166850,Orpington,321,Orpington,330,Orpington,1,2,2,1,364,1
20 Nov 2022,16,Special Service,Special Service,Making Safe (not RTC),Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,BR1,BICKLEY & SUNDRIDGE,541950,168550,Bromley,381,Bromley,,,1,1,1,1,364,1
20 Nov 2022,16,Fire,Primary Fire,,Dwelling,House - single occupancy ,Correct incident location,BR4,WEST WICKHAM,538850,166450,Bromley,423,Bromley,494,Beckenham,2,3,3,2,728,1
20 Nov 2022,20,False Alarm,False alarm - Good intent,,Non Residential,Takeaway/ fast food ,Correct incident location,SE20,PENGE & CATOR,535350,170350,Beckenham,281,Beckenham,487,Forest Hill,2,2,2,1,364,1
21 Nov 2022,9,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,TN16,BIGGIN HILL,541250,158450,Biggin Hill,360,Biggin Hill,,,1,1,1,1,364,1
21 Nov 2022,9,Special Service,Special Service,Removal of objects from people,Non Residential,Fire station ,Correct incident location,BR3,CLOCK HOUSE,536850,169450,Beckenham,9,Beckenham,,,1,1,1,1,364,1
21 Nov 2022,16,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,BR7,BICKLEY & SUNDRIDGE,542550,169750,Bromley,416,Bromley,,,1,1,1,1,364,1
21 Nov 2022,17,Special Service,Special Service,Lift Release,Dwelling,Self contained Sheltered Housing ,Within same building,BR1,PLAISTOW,540650,171050,Bromley,670,Beckenham,,,1,1,1,1,364,1
21 Nov 2022,19,False Alarm,AFA,,Other Residential,Nursing/Care Home/Hospice,Correct incident location,BR2,BROMLEY COMMON & HOLWOOD,541850,167350,Bromley,371,Bromley,764,Orpington,2,2,2,1,364,2
21 Nov 2022,23,Fire,Secondary Fire,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,BR1,BICKLEY & SUNDRIDGE,542150,168350,Bromley,415,Bromley,417,Bromley,1,2,2,1,364,1
22 Nov 2022,0,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,BR1,BROMLEY TOWN,540250,169650,Bromley,61,Bromley,214,Bromley,1,2,2,1,364,1
22 Nov 2022,6,False Alarm,AFA,,Non Residential,Petrol station ,Nearby address - street not listed in gazetteer,BR3,KELSEY & EDEN PARK,535850,168250,Woodside,280,Woodside,,,1,1,1,1,364,1
22 Nov 2022,8,False Alarm,False alarm - Good intent,,Dwelling,Self contained Sheltered Housing ,Correct incident location,BR2,BROMLEY COMMON & HOLWOOD,541250,168350,Bromley,238,Bromley,265,Bromley,1,2,2,1,364,1
22 Nov 2022,11,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,TN16,BIGGIN HILL,541550,158350,Biggin Hill,360,Biggin Hill,,,1,1,1,1,364,1
22 Nov 2022,12,False Alarm,False alarm - Good intent,,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,SE26,PENGE & CATOR,534650,171150,Beckenham,481,West Norwood,534,Forest Hill,1,2,2,2,728,2
22 Nov 2022,13,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,BR1,BICKLEY & SUNDRIDGE,543250,168250,Bromley,345,Bromley,,,1,1,1,1,364,1
22 Nov 2022,14,False Alarm,AFA,,Non Residential,Bank/Building Society ,Within same building,BR1,BROMLEY TOWN,540250,169250,Bromley,312,Bromley,,,1,1,1,1,364,1
22 Nov 2022,18,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,SE20,PENGE & CATOR,535250,169650,Beckenham,356,Beckenham,481,Woodside,2,2,2,1,364,1
22 Nov 2022,18,False Alarm,AFA,,Other Residential,Retirement/Old Persons Home,Within same building,BR2,BROMLEY COMMON & HOLWOOD,543750,167550,Orpington,480,Bromley,494,Bromley,1,2,2,1,364,2
22 Nov 2022,18,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Correct incident location,BR2,BROMLEY COMMON & HOLWOOD,542650,166050,Bromley,564,Orpington,574,Orpington,1,2,2,4,1456,1
23 Nov 2022,3,Special Service,Special Service,Suicide/attempts,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR3,CLOCK HOUSE,536150,169450,Beckenham,259,Beckenham,,,1,1,1,1,364,2
23 Nov 2022,7,Special Service,Special Service,Effecting entry/exit,Dwelling,House - single occupancy ,Correct incident location,TN16,BIGGIN HILL,541550,158850,Biggin Hill,318,Biggin Hill,,,1,1,1,1,364,1
23 Nov 2022,10,False Alarm,AFA,,Non Residential,Pre School/nursery ,Within same building,BR3,PENGE & CATOR,536250,169950,Beckenham,241,Beckenham,,,1,1,1,1,364,1
23 Nov 2022,11,False Alarm,AFA,,Dwelling,Self contained Sheltered Housing ,Within same building,BR1,BICKLEY & SUNDRIDGE,540750,170250,Bromley,237,Bromley,260,Beckenham,2,2,2,1,364,1
23 Nov 2022,15,Fire,Primary Fire,,Dwelling,House - single occupancy ,Within same building,BR1,PLAISTOW,540150,170050,Bromley,184,Bromley,,,1,1,1,1,364,1
23 Nov 2022,15,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,BR6,ORPINGTON,547450,165850,Orpington,239,Orpington,,,1,1,1,1,364,1
23 Nov 2022,19,False Alarm,AFA,,Dwelling,House - single occupancy ,Correct incident location,BR1,BICKLEY & SUNDRIDGE,542650,168150,Bromley,419,Bromley,757,Orpington,2,2,2,1,364,1
23 Nov 2022,20,Special Service,Special Service,Effecting entry/exit,Dwelling,Self contained Sheltered Housing ,Correct incident location,BR6,CHELSFIELD,545450,163850,Orpington,286,Orpington,,,1,1,1,1,364,1
23 Nov 2022,22,Special Service,Special Service,Effecting entry/exit,Non Residential,Leisure Centre ,Correct incident location,BR4,WEST WICKHAM,538350,166350,Beckenham,387,Beckenham,,,1,1,1,1,364,1
24 Nov 2022,10,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Within same building,BR1,BICKLEY & SUNDRIDGE,540750,170250,Bromley,273,Bromley,273,Bromley,1,2,2,1,364,2
24 Nov 2022,10,False Alarm,AFA,,Dwelling,House - single occupancy ,Within same building,BR5,PETTS WOOD & KNOLL,544150,167750,Orpington,455,Orpington,501,Orpington,1,2,2,1,364,1
24 Nov 2022,11,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,SE20,CRYSTAL PALACE & ANERLEY,534750,169250,Woodside,305,Beckenham,359,Woodside,2,2,2,1,364,1
24 Nov 2022,12,False Alarm,AFA,,Other Residential,Hostel (e.g. for homeless people) ,Within same building,BR1,BICKLEY & SUNDRIDGE,540750,170250,Bromley,234,Bromley,,,1,1,1,1,364,1
24 Nov 2022,15,False Alarm,AFA,,Non Residential,Leisure Centre ,Correct incident location,SE19,CRYSTAL PALACE & ANERLEY,534250,170850,Beckenham,530,West Norwood,,,1,1,1,1,364,1
24 Nov 2022,19,Special Service,Special Service,Medical Incident,Non Residential,Library ,Correct incident location,BR6,ORPINGTON,546350,166250,Orpington,,,,,1,1,1,1,364,1
24 Nov 2022,20,False Alarm,False alarm - Good intent,,Dwelling,House - single occupancy ,Within same building,SE9,MOTTINGHAM,542450,171650,Eltham,448,Bromley,490,Eltham,2,2,2,1,364,1
25 Nov 2022,13,False Alarm,False alarm - Good intent,,Dwelling,False Alarm - Property not found,Within same building,BR3,KELSEY & EDEN PARK,537250,166450,Beckenham,381,Woodside,555,Croydon,3,3,3,2,728,1
25 Nov 2022,15,False Alarm,False alarm - Good intent,,Outdoor,Domestic garden (vegetation not equipment) ,On land associated with building,SE20,CLOCK HOUSE,535150,169050,Beckenham,370,Beckenham,,,1,1,1,1,364,1
25 Nov 2022,15,Special Service,Special Service,RTC,Road Vehicle,Lorry/HGV ,Nearby address - street not listed in gazetteer,BR6,DARWIN,543950,163450,Biggin Hill,17,Biggin Hill,,,1,1,1,1,364,1
25 Nov 2022,15,False Alarm,AFA,,Other Residential,Nursing/Care Home/Hospice,Correct incident location,BR1,BICKLEY & SUNDRIDGE,542650,168150,Bromley,445,Bromley,478,Orpington,2,2,2,1,364,1
25 Nov 2022,15,Special Service,Special Service,Flooding,Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,SE20,PENGE & CATOR,535350,170050,Beckenham,250,Beckenham,,,1,1,1,1,364,1
25 Nov 2022,16,False Alarm,AFA,,Other Residential,Nursing/Care Home/Hospice,Correct incident location,BR1,BICKLEY & SUNDRIDGE,542650,168150,Bromley,456,Bromley,457,Bromley,1,2,2,1,364,1
25 Nov 2022,16,False Alarm,AFA,,Non Residential,Restaurant/cafe,Correct incident location,BR1,BROMLEY TOWN,540250,169350,Bromley,137,Bromley,,,1,1,1,1,364,1
25 Nov 2022,17,Fire,Primary Fire,,Dwelling,Converted Flat/Maisonette - Up to 2 storeys ,Correct incident location,SE9,MOTTINGHAM,542350,171950,Eltham,548,Sidcup,566,Lee Green,2,2,2,1,364,1
25 Nov 2022,20,Special Service,Special Service,Medical Incident,Other Residential,Retirement/Old Persons Home,Correct incident location,BR7,CHISLEHURST,544550,169850,Sidcup,619,Eltham,,,1,1,1,1,364,1
25 Nov 2022,22,Fire,Primary Fire,,Road Vehicle,Car ,In street close to gazetteer location,BR4,HAYES & CONEY HALL,538050,164650,Addington,233,Addington,,,1,1,1,1,364,1
26 Nov 2022,3,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Within same building,BR6,DARWIN,545550,163150,Orpington,458,Orpington,694,Orpington,1,2,2,1,364,1
26 Nov 2022,12,Special Service,Special Service,Assist other agencies,Dwelling,Bungalow - single occupancy ,Correct incident location,TN14,DARWIN,544650,161350,Biggin Hill,,,,,1,1,1,2,728,1
26 Nov 2022,12,Special Service,Special Service,Lift Release,Non Residential,Leisure Centre ,Within same building,BR3,CLOCK HOUSE,536550,169650,Beckenham,267,Woodside,,,1,1,1,1,364,1
26 Nov 2022,15,False Alarm,AFA,,Non Residential,Community centre/Hall ,Correct incident location,BR2,HAYES & CONEY HALL,541550,163850,Biggin Hill,429,Biggin Hill,,,1,1,1,1,364,1
26 Nov 2022,19,Special Service,Special Service,Lift Release,Dwelling,Purpose Built Flats/Maisonettes - 4 to 9 storeys ,Within same building,BR1,BROMLEY TOWN,540250,168850,Bromley,,,,,1,1,1,1,364,1
26 Nov 2022,21,False Alarm,AFA,,Non Residential,Pub/wine bar/bar ,Correct incident location,BR6,FARNBOROUGH & CROFTON,543050,164950,Orpington,376,Orpington,,,1,1,1,1,364,1
26 Nov 2022,22,Special Service,Special Service,Flooding,Non Residential,Cinema ,Within same building,BR2,BROMLEY TOWN,540250,168650,Bromley,228,Bromley,,,1,1,1,3,1092,2
27 Nov 2022,1,False Alarm,AFA,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR2,SHORTLANDS & PARK LANGLEY,539650,168450,Bromley,352,Bromley,675,Beckenham,2,2,2,1,364,1
27 Nov 2022,12,False Alarm,AFA,,Non Residential,Secondary school,Correct incident location,BR3,KELSEY & EDEN PARK,537950,167450,Beckenham,509,Addington,,,1,1,1,1,364,2
27 Nov 2022,14,Fire,Primary Fire,,Road Vehicle,Car ,In street outside gazetteer location,SE19,CRYSTAL PALACE & ANERLEY,534050,170250,Beckenham,82,West Norwood,,,1,1,1,1,364,2
27 Nov 2022,19,Special Service,Special Service,No action (not false alarm),Dwelling,Converted Flat/Maisonettes - 3 or more storeys,Correct incident location,SE20,PENGE & CATOR,534950,169850,Beckenham,302,Beckenham,,,1,1,1,1,364,1
27 Nov 2022,20,Special Service,Special Service,Advice Only,Dwelling,House - single occupancy ,Correct incident location,BR3,KELSEY & EDEN PARK,536050,168250,Woodside,221,Beckenham,,,1,1,1,1,364,1
28 Nov 2022,3,Fire,Primary Fire,,Road Vehicle,Car ,In street outside gazetteer location,BR4,WEST WICKHAM,537750,164850,Woodside,410,Addington,,,1,1,1,1,364,1
28 Nov 2022,5,False Alarm,AFA,,Other Residential,Hotel/motel ,Correct incident location,SE19,CRYSTAL PALACE & ANERLEY,534350,170950,Beckenham,,,,,1,1,1,1,364,1
28 Nov 2022,8,Fire,Primary Fire,,Dwelling,Purpose Built Flats/Maisonettes - Up to 3 storeys ,Correct incident location,BR3,BECKENHAM TOWN & COPERS COPE,537850,169650,Beckenham,233,Beckenham,436,Bromley,2,2,2,1,364,1
28 Nov 2022,9,False Alarm,False alarm - Good intent,,Non Residential,Multi-Storey car park,Correct incident location,BR1,BROMLEY TOWN,540550,169250,Bromley,140,Bromley,530,Beckenham,3,3,3,1,364,1
28 Nov 2022,11,False Alarm,AFA,,Non Residential,Athletics Stadium ,Correct incident location,SE19,CRYSTAL PALACE & ANERLEY,534450,170650,Beckenham,484,Beckenham,,,1,1,1,1,364,1
